,text_id,text,task_1,task_2,LASER_embeddings_commen,LASER_embeddings_lib
160,hasoc_de_161,"Berliner Polizei ordnet antisemitische Taten ohne Belege als rechtsextrem ein, FDPler dazu: Es sei nur eine 'kühne Behauptung, dass ein Großteil antisemitischer Taten von Rechtsextremen begangen werde', in 60% kein rechtsextremer Hintergrund feststellbar  https://t.co/xBWywaYP5P",NOT,NONE,"[ 2.8085114e-02 -5.4614196e-05  2.1678940e-03 ...  2.7752193e-02
  1.6106695e-02  4.6917800e-02]","[ 2.8085114e-02 -5.4614196e-05  2.1678940e-03 ...  2.7752193e-02
  1.6106695e-02  4.6917800e-02]"
161,hasoc_de_162,Diffamierendes Theaterstück einer Osnabrücker Gesamtschule „AfD erschießt Flüchtlinge und plant Vergasung ganzer Volksgruppen“ https://t.co/ZEplzn6670,NOT,NONE,[0.00748364 0.01946706 0.00146095 ... 0.0447965  0.02033799 0.01258733],[0.00748364 0.01946706 0.00146095 ... 0.0447965  0.02033799 0.01258733]
162,hasoc_de_163,"#Merkeldeutschland:  Es sterben mehr Menschen in Deutschland durch Afghanen, als Bundeswehrsoldaten in Afghanistan.    Afghanische Asylbewerber erstechen 17-Jährigen in München.    #MerkelWirkt👍   https://t.co/cgYis57CEi",NOT,NONE,[0.01849145 0.00023481 0.00634475 ... 0.06874257 0.00925778 0.03975382],[0.01849145 0.00023481 0.00634475 ... 0.06874257 0.00925778 0.03975382]
163,hasoc_de_164,"Berliner Verhältnisse: Parkmanager im Görli hat 'Vertrag' mit den afrikanischen Drogendealern: 'Da haben wir mit denen mehr oder weniger einen Vertrag, mündlich. Es werden keine Kinder und Jugendliche angesprochen, Frauen sexistisch nicht angemacht.'  https://t.co/H7XfQMskDU",NOT,NONE,[0.00404518 0.00956914 0.00398287 ... 0.00542707 0.01260327 0.0285019 ],[0.00404518 0.00956914 0.00398287 ... 0.00542707 0.01260327 0.0285019 ]
164,hasoc_de_165,"Die Busfahrer in #Brüssel fahren den Nordbahnhof nicht mehr an. #Krätze, #Tuberkulose und sogar #Malaria sollen dort unter den durchreisenden 'Flüchtlingen' grassieren. Die Polizei trägt ab sofort Mundschutz. Das Gesundheitsministerium wurde eingeschaltet. https://t.co/5UAaltQkVd https://t.co/VVaIeZtPh1",NOT,NONE,"[ 2.1061022e-02 -2.8414828e-05 -3.5701733e-04 ...  4.4213254e-02
  1.0914591e-02  3.7854310e-02]","[ 2.1061022e-02 -2.8414828e-05 -3.5701733e-04 ...  4.4213254e-02
  1.0914591e-02  3.7854310e-02]"
165,hasoc_de_166,#Muenchen Der am Karfreitag vor einer Tankstelle abgestochene 17 Jährige erlag seinen Stichverletzungen. Die beiden Tatverdächtigen Afghanischen Flüchtlinge konnten in #Paris festgenommen werden. https://t.co/66j3QLqFhi,NOT,NONE,"[ 7.1301097e-03 -9.0278620e-05  3.7746015e-04 ...  4.8120338e-02
  1.8865721e-02  3.0967372e-02]","[ 7.1301097e-03 -9.0278620e-05  3.7746015e-04 ...  4.8120338e-02
  1.8865721e-02  3.0967372e-02]"
166,hasoc_de_167,"Libanesische Clans haben den Migrationsforscher Ralph Ghadban bedroht. Der Anlaß für die Verbreitung von Videos mit Drohbotschaften in WhatsApp-Gruppen sei ein TV-Interview, das der Islamwissenschaftler im April dem libanesischem Fernsehsender LBC gab.   https://t.co/8H3LQdUL0A",NOT,NONE,[0.0089223  0.00047959 0.00362771 ... 0.05595399 0.02707377 0.0218184 ],[0.0089223  0.00047959 0.00362771 ... 0.05595399 0.02707377 0.0218184 ]
167,hasoc_de_168,"Was soll man zu @sawsanchebli von der @spdberlin noch sagen ? Wenn sie Tweetet, warte einfach, bis sie sich selbst widerspricht 😂😂😂 Sie macht es GROSSARTIG 😂😂😂 https://t.co/MK9nQDYcJr",NOT,NONE,[0.01920273 0.00394076 0.01736696 ... 0.02497527 0.01026693 0.03302851],[0.01920273 0.00394076 0.01736696 ... 0.02497527 0.01026693 0.03302851]
168,hasoc_de_169,Sie schweigen eisern und kommen damit davon. Und der Rechtsstaat streicht mal wieder kleinlaut die Segel. Es ist erschütternd. https://t.co/xFan3L9Z90,NOT,NONE,"[ 9.1725886e-03 -6.7516979e-05 -1.0534270e-03 ...  5.2591819e-02
  2.6676249e-02  2.6300680e-02]","[ 9.1725886e-03 -6.7516979e-05 -1.0534270e-03 ...  5.2591819e-02
  2.6676249e-02  2.6300680e-02]"
169,hasoc_de_170,Vor der brutalen Prügelattacke am HTL in #Wien #Ottakring wurde der angegriffene und mittlerweile suspendierte Lehrer systematisch von #Migranten gemobbt. 😳 #Mobbing #Schule https://t.co/R70R32grMg,NOT,NONE,[0.01182499 0.02764464 0.00075322 ... 0.03442585 0.03412687 0.04755322],[0.01182499 0.02764464 0.00075322 ... 0.03442585 0.03412687 0.04755322]
170,hasoc_de_171,"#Miesbach: Weil 10 Cent zum Bezahlen fehlen, schlägt eine Afrikanerin der Kassiererin mit dem Ellenbogen ins Gesicht, beißt eine Polizistin durch den Handschuh blutig und spuckt - die Täterin ist schon in der Vergangenheit durch Aggressivität aufgefallen  https://t.co/0AYzQcLYRN",NOT,NONE,[0.01483634 0.00012026 0.00502238 ... 0.02315057 0.00987246 0.01501163],[0.01483634 0.00012026 0.00502238 ... 0.02315057 0.00987246 0.01501163]
171,hasoc_de_172,"Wer als Kickboxer ein am Boden liegendes, wehrloses Opfer mit einem gezielten Tritt gegen den Kopf tötet, ist also weder Mörder noch Totschläger?? Er bekommt Top-Anwälte zur Seite und genießt den totalen Schutz des Rechtsstaats. Totprügler Muharrem C. (28) https://t.co/QxLrYWRU7w",NOT,NONE,[0.0152297  0.00223748 0.00110296 ... 0.04479986 0.02171238 0.0156181 ],[0.0152297  0.00223748 0.00110296 ... 0.04479986 0.02171238 0.0156181 ]
172,hasoc_de_173,"Lesbisches Paar wird in #London einem Bus verprügelt.  @annewill findet das 'schlimm'. Komisch, dass sie weder über Täter noch über schlimmeren Fall aus D informiert: #Celle: Lesbische Frau wird von Schwarzafrikaner  niedergestochen, weil sie ihn abwies.  https://t.co/ajb5KLD1fy https://t.co/moLfV6xCbU",NOT,NONE,[0.01867298 0.00349449 0.00112867 ... 0.02220069 0.02176331 0.03831768],[0.01867298 0.00349449 0.00112867 ... 0.02220069 0.02176331 0.03831768]
173,hasoc_de_174,Frohe #Pfingsten an alle! Möge sich der (Heilige) Geist auch über Linksgrüne ausschütten! 😇 https://t.co/CNWZU2uETz,NOT,NONE,"[ 1.2853944e-02 -6.8809502e-05  2.9709211e-03 ...  6.7955401e-04
  4.6818610e-03  2.1676259e-02]","[ 1.2853944e-02 -6.8809502e-05  2.9709211e-03 ...  6.7955401e-04
  4.6818610e-03  2.1676259e-02]"
174,hasoc_de_175,"Die ganzen naiven Bessermenschen und 'refugee' welcome Schreier mit Migrationshintergrund sollten in ihren Heimatländern verkünden, dass man unbegrenzt Migranten aufnehmen sollte. Bitte lasst mein Heimatland, was auch das meiner Vorfahren ist, in Ruhe!  #HauAbGesetz",NOT,NONE,[0.0064957  0.00088259 0.00161375 ... 0.00789336 0.025473   0.02687059],[0.0064957  0.00088259 0.00161375 ... 0.00789336 0.025473   0.02687059]
175,hasoc_de_176,Krass. Linksextreme wollen sich selbst abschaffen. https://t.co/cVj3NHQhlI,NOT,NONE,"[ 1.4994452e-02 -1.8610674e-05  5.1795281e-02 ...  2.0248385e-02
  2.2992693e-02  2.6262298e-02]","[ 1.4994452e-02 -1.8610674e-05  5.1795281e-02 ...  2.0248385e-02
  2.2992693e-02  2.6262298e-02]"
176,hasoc_de_177,"Wenn ich ein Wort nicht mehr hören kann, so ist das #Fachkräfte. Bestes Synonym dafür, wie Merkel, Medien und Bessermenschen versucht haben, Analphabeten als unbedingt notwendig für unser schönes, hochentwickeltes Land zu erklären.",NOT,NONE,"[ 0.01172626  0.06884202 -0.00025912 ...  0.0502367   0.00423576
  0.02702552]","[ 0.01172626  0.06884202 -0.00025912 ...  0.0502367   0.00423576
  0.02702552]"
177,hasoc_de_178,"So, es geht los. Im Wahllokal das vermutete hier erwartete grüne Ergebnis etwas korrigieren. 😊  #Gehtwählen   #Europawahl2019   #EuropeanElections2019 https://t.co/IR8RL0XQse",NOT,NONE,[0.0050248  0.0121872  0.00509091 ... 0.04734678 0.01666643 0.0512852 ],[0.0050248  0.0121872  0.00509091 ... 0.04734678 0.01666643 0.0512852 ]
178,hasoc_de_179,"Ich mag Wahlempfehlungen nicht, da hier aber alles in eine bestimmte Richtung geht, mal ein Korrektiv:  #GehtWählen für eine bessere Zukunft, geht wählen gegen linksgrün. 😊",NOT,NONE,"[ 3.0655371e-02 -4.4899723e-05  9.0414711e-04 ...  2.9017085e-02
  1.2762604e-02  2.6897730e-02]","[ 3.0655371e-02 -4.4899723e-05  9.0414711e-04 ...  2.9017085e-02
  1.2762604e-02  2.6897730e-02]"
179,hasoc_de_180,"Ob die 70 Youtuber, die 'Wahlempfehlungen' zu links/ grün geben linke Aktivisten sind ist fast egal, da ihre  'Fans' eh nur 11-14-jährig sind und nicht wählen dürfen. Und wenn sie 30 Jahre sind, konservativ wählen werden, wenn sie bis dahin nicht total abgestiegen sind  #gehwählen",NOT,NONE,"[ 0.00291231  0.02619932 -0.0010361  ...  0.01745474  0.01484606
  0.02461823]","[ 0.00291231  0.02619932 -0.0010361  ...  0.01745474  0.01484606
  0.02461823]"
180,hasoc_de_181,"Was werdet ihr Sonntag wählen?  Btw: Bitte erklärt Älteren (Omas, Opas etc.), die über kein Internet/alternative Informationen verfügen, was manche Parteien mit unserem Land vorhaben und wie übel es in unseren Großstädten schon aussieht.  #Europawahl2019  #Europawahl   #GehtWählen",NOT,NONE,"[ 4.2730924e-02 -5.8730340e-05  3.7795445e-03 ...  4.6324968e-02
  1.6261011e-02  3.2132775e-02]","[ 4.2730924e-02 -5.8730340e-05  3.7795445e-03 ...  4.6324968e-02
  1.6261011e-02  3.2132775e-02]"
181,hasoc_de_182,"Hallo. Habe heute noch einen schwierigen, herausfordernden Tag vor mir und bitte drückt mir mal die Daumen für ein paar Stunden. Danke. 😊",NOT,NONE,"[ 0.01461606  0.00211158 -0.00067638 ...  0.00294839  0.01968181
  0.02195944]","[ 0.01461606  0.00211158 -0.00067638 ...  0.00294839  0.01968181
  0.02195944]"
182,hasoc_de_183,"Heute ist Tag der Erhaltung der Artenvielfalt. Bessermenschen freuen sich über jede einzelne Art und wollen auch jede einzelne schützen.  Es sei denn, du bist autochoner Europäer eines Nationalstaates. Die sollen nämlich draufgehen zugunsten Arten-Mix.   #BiodiversityDay",NOT,NONE,"[ 0.0278912   0.01035641  0.00503112 ... -0.00086354  0.01457309
  0.03348911]","[ 0.0278912   0.01035641  0.00503112 ... -0.00086354  0.01457309
  0.03348911]"
183,hasoc_de_184,"Ich dachte ja, ich hätte schon jeglichen bessermenschlichen Schwachsinn gehört, aber neulich im Cafe einer Unibibliothek: 'Ist es möglich Organe nur an 'refugees' zu spenden?'  Ich mache mir langsam große Sorgen wegen des grassierenden Wahnsinns.",NOT,NONE,[0.02547777 0.00309363 0.00636382 ... 0.01408158 0.02068907 0.00747617],[0.02547777 0.00309363 0.00636382 ... 0.01408158 0.02068907 0.00747617]
184,hasoc_de_185,"Ich kann nur dazu raten, linksgrüne, intrigante und einseitige Schmierblättchen wie #Spiegel und die anderen unten peinlich angepriesenen zu deabonnieren.   Bitte weitersagen. https://t.co/BbftyMY9t4",NOT,NONE,"[ 0.01605135 -0.00059465 -0.00380246 ...  0.01698296  0.02346819
  0.02274848]","[ 0.01605135 -0.00059465 -0.00380246 ...  0.01698296  0.02346819
  0.02274848]"
185,hasoc_de_186,Bessermenschen wundern sich. Eine identitäre Albanerin fordert albanische Migranten auf:'Kehrt in euer Heimatland zurück.' 😂  #esc2019   #Eurovision   #Albania,NOT,NONE,"[ 0.0180745  -0.00010764  0.01112824 ...  0.0619096   0.01118014
  0.04891105]","[ 0.0180745  -0.00010764  0.01112824 ...  0.0619096   0.01118014
  0.04891105]"
186,hasoc_de_187,"Och Gottchen, unsere linksgrüne Twitter 'Elite' hat mal wieder etwas gefunden, über das sie sich empören können um damit ihre Schuld, die sie verspüren deutsch zu sein 'reinzuwaschen'.  Mal ein Tipp: bitte auswandern. Ganz weit weg. Afrika oder Saudi-Arabien?    #Bahlsen",NOT,NONE,[0.03181219 0.02778391 0.01527981 ... 0.04288183 0.01743181 0.0186098 ],[0.03181219 0.02778391 0.01527981 ... 0.04288183 0.01743181 0.0186098 ]
187,hasoc_de_188,Btw: #DorisDay war Deutsche.  #RIP,NOT,NONE,"[ 7.2847535e-03 -1.9727633e-05  2.8074060e-03 ...  1.9192858e-02
  1.8407436e-02  5.0685283e-02]","[ 7.2847535e-03 -1.9727633e-05  2.8074060e-03 ...  1.9192858e-02
  1.8407436e-02  5.0685283e-02]"
188,hasoc_de_189,"Och Gottchen, jetzt bezeichnen blinde Bessermenschen und MigrantInnen, die komischerweise nicht in ihren 'frauenfortschrittlichen' Heimatländern leben wollen, Alice Schwarzer als 'Nazi' weil sie vor radikaler Religion warnt.",NOT,NONE,[0.01820118 0.02455034 0.00885291 ... 0.03273134 0.01662335 0.02049501],[0.01820118 0.02455034 0.00885291 ... 0.03273134 0.01662335 0.02049501]
189,hasoc_de_190,"Im Görlitzer Park soll das massive Drogenproblem gelöst werden, indem man Dealer rosa markierte Flächen zuweist. 😂  Bitte aber noch bunte Markierungen 'B' für 'Bereicherung für Bessermenschen' einrichten in denen sich dann Betreffende einfinden sollen.  #RotRotGaga  #Berlin https://t.co/pr72Fl6px9",NOT,NONE,[0.00594962 0.00740532 0.00342315 ... 0.01382035 0.01870715 0.04751033],[0.00594962 0.00740532 0.00342315 ... 0.01382035 0.01870715 0.04751033]
190,hasoc_de_191,"Finde die #Edeka Werbung nicht schlimm. Es entspricht dem Zeitgeist, Männer schlecht darzustellen. Jahrzehnte vorher bildete Werbung Frauen in stereotypen Rollen ab, da das ebenso Zeitgeist war. Werbekunden bestimmen was gemacht wird. Man kann nur zeigen, dass es real anders ist.",NOT,NONE,[0.0067245  0.01864233 0.00024071 ... 0.00351358 0.00963405 0.02823639],[0.0067245  0.01864233 0.00024071 ... 0.00351358 0.00963405 0.02823639]
191,hasoc_de_192,"Oh nein!! @sawsanchebli, Inspiration der Hashtags #twitternwiechebli und #chebliwitze wurde gesperrt.  Gebt das allumfassende Genie wieder frei, @TwitterDE!  #freeChebli https://t.co/73eK49slhp",NOT,NONE,"[ 1.9979130e-02 -4.3319702e-05  2.3953745e-03 ...  3.1561278e-02
  2.0340422e-02  3.5369989e-02]","[ 1.9979130e-02 -4.3319702e-05  2.3953745e-03 ...  3.1561278e-02
  2.0340422e-02  3.5369989e-02]"
192,hasoc_de_193,"#Konstanz hat den #Klimanotstand ausgerufen. Wird denn auch gegen nervige luftverpestende Sisha-Bars und bunte Autoposer vorgegangen oder sollen nur die, die alles zahlen reglementiert werden? https://t.co/NAnl8dMbum",NOT,NONE,[0.01524686 0.00017816 0.00332239 ... 0.04237264 0.03063662 0.02522044],[0.01524686 0.00017816 0.00332239 ... 0.04237264 0.03063662 0.02522044]
193,hasoc_de_194,Bewährungsstrafe für  Schwarzafrikanischen Asyltouristen der eine junge Deutsche auf Kirchentreppe vergewaltigt hat https://t.co/4UFpOxUUHb via @wordpressdotcom,NOT,NONE,"[ 7.8431703e-03 -5.3861364e-05 -2.0351098e-03 ...  5.2744903e-02
  1.1066415e-02  7.9870103e-03]","[ 7.8431703e-03 -5.3861364e-05 -2.0351098e-03 ...  5.2744903e-02
  1.1066415e-02  7.9870103e-03]"
194,hasoc_de_195,"Finde ich im Prinzip in Ordnung. Aber habe ich die Kampagnen des @bka gegen Organisierte Clan-Kriminalität, Zuwanderer-Kriminalität, Gewalt gegen Frauen usw. verpasst? #Hasspostings https://t.co/rR0WSyrRa0 https://t.co/6HMggopcin",NOT,NONE,[0.0181774  0.01326051 0.00087917 ... 0.04651421 0.02244702 0.0516085 ],[0.0181774  0.01326051 0.00087917 ... 0.04651421 0.02244702 0.0516085 ]
195,hasoc_de_196,"@AlexE1789 @Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?",HOF,OFFN,"[ 1.6190788e-02 -1.4997762e-05  1.4394708e-03 ...  3.8105257e-02
  2.1032523e-02  3.0849066e-02]","[ 1.6190788e-02 -1.4997762e-05  1.4394708e-03 ...  3.8105257e-02
  2.1032523e-02  3.0849066e-02]"
196,hasoc_de_197,"Linksgrüne: 'Geflüchtete sind traumatisiert, Silvesterknallerei verbieten! Und Osterfeuer auch, weil das ist schlecht für's Klima!'  Auch Linksgrüne: Zerlegen Berlin+weitere Großstädte+zünden massenhaft fremde Autos während #1Mai Krawallen an.  #TagderArbeit",NOT,NONE,"[ 0.0152843   0.00465392 -0.00016311 ...  0.01001398  0.02462353
  0.04213   ]","[ 0.0152843   0.00465392 -0.00016311 ...  0.01001398  0.02462353
  0.04213   ]"
197,hasoc_de_198,Ganz großes Kino.  💌🌈 https://t.co/AAbvbiyoS8,NOT,NONE,"[ 3.0963337e-03 -1.7242190e-05  1.4886365e-03 ...  7.1081147e-03
  1.9457992e-02  4.1193221e-02]","[ 3.0963337e-03 -1.7242190e-05  1.4886365e-03 ...  7.1081147e-03
  1.9457992e-02  4.1193221e-02]"
198,hasoc_de_199,Schönen #Gründonnerstag für alle die es kennen.,NOT,NONE,"[ 6.3497545e-03 -9.3553754e-06  4.5285975e-03 ...  4.0381715e-02
 -1.8731600e-03  6.9596907e-03]","[ 6.3497545e-03 -9.3553754e-06  4.5285975e-03 ...  4.0381715e-02
 -1.8731600e-03  6.9596907e-03]"
199,hasoc_de_200,"Sehr komisch, dass der Brand von #NotreDame gleich von offizieller Seite als Unfall abgetan wird.Ermittler waren ja noch gar nicht vor Ort. Habe erst gestern von zunehmenden Attacken+auch Brandstiftungen auf französische Kirchen gelesen.  #Paris #Brand https://t.co/eKoWdqEvvu",NOT,NONE,"[ 0.00644593  0.00242535 -0.00092156 ...  0.03801763  0.03001713
  0.04145036]","[ 0.00644593  0.00242535 -0.00092156 ...  0.03801763  0.03001713
  0.04145036]"
200,hasoc_de_201,Was werdet ihr wählen?#Europawahl,NOT,NONE,"[ 7.2470596e-03 -9.3313662e-04 -8.9717330e-04 ...  4.8869640e-02
  2.9564373e-05  2.7168950e-02]","[ 7.2470596e-03 -9.3313662e-04 -8.9717330e-04 ...  4.8869640e-02
  2.9564373e-05  2.7168950e-02]"
201,hasoc_de_202,Indem man noch mehr Boote mit den netten FeministInnen* aus Afrika herholt+herlockt. https://t.co/hz9LFWDBTg,NOT,NONE,[0.01099023 0.02008269 0.00278884 ... 0.01890358 0.00627994 0.03314915],[0.01099023 0.02008269 0.00278884 ... 0.01890358 0.00627994 0.03314915]
202,hasoc_de_203,Frohe Ostern und einen wunderschönen Ostersonntag!  🐣🌄⛪ https://t.co/97rcwtJQOv,NOT,NONE,"[ 1.2285561e-02 -5.2373543e-05  8.3648466e-04 ...  6.2450101e-03
  3.2966841e-02  1.2523724e-02]","[ 1.2285561e-02 -5.2373543e-05  8.3648466e-04 ...  6.2450101e-03
  3.2966841e-02  1.2523724e-02]"
203,hasoc_de_204,"Die @CSU will uns erzählen, dass sie die EU Grenzen schützen, dabei gilt doch 'Dank' Merkel:'Offene Grenzen sind alternativlos' + es werden Migranten sogar aus Libyen abgeholt! @ManfredWeber - Sie lügen. https://t.co/xMpaiIoG7T",NOT,NONE,"[ 0.02849252 -0.00021244 -0.00274902 ...  0.03334176  0.02037226
  0.0359615 ]","[ 0.02849252 -0.00021244 -0.00274902 ...  0.03334176  0.02037226
  0.0359615 ]"
204,hasoc_de_205,"Interessanter Ansatz aus der Hirnforschung zu #Organspende. Forscher der Yale Universität: Mikrozirkulation + Aktivität von Synapsen können auch 4 Stunden nach dem Hirntod wieder einsetzen. Ein Grund, weshalb ich einer Organspende widersprechen werden.   https://t.co/TixJc4CZn5",NOT,NONE,"[ 1.3099391e-02 -7.6724391e-06 -2.9195112e-03 ...  1.7142802e-02
  1.2020581e-02  4.3913566e-02]","[ 1.3099391e-02 -7.6724391e-06 -2.9195112e-03 ...  1.7142802e-02
  1.2020581e-02  4.3913566e-02]"
205,hasoc_de_206,Was ich tatsächlich wähle sage ich nicht. 😊  #wahlomat  https://t.co/pDUYQAxlOW https://t.co/ZoQP1CL07G,NOT,NONE,"[ 7.3895766e-04 -8.0757600e-05 -6.8880303e-04 ...  3.1762321e-02
  1.3989316e-02  4.6133257e-02]","[ 7.3895766e-04 -8.0757600e-05 -6.8880303e-04 ...  3.1762321e-02
  1.3989316e-02  4.6133257e-02]"
206,hasoc_de_207,#Kühnert will BMW enteignen. Besser wäre aber wenn Kühnert endlich mal für seinen Lebensunterhalt arbeitet. Vll sogar am BMW Fließband? Falls das nicht zu überfordernd ist.,NOT,NONE,"[ 1.5889850e-02 -7.4679272e-05  1.6226199e-03 ...  4.9283948e-02
  1.4723726e-02  3.6527719e-02]","[ 1.5889850e-02 -7.4679272e-05  1.6226199e-03 ...  4.9283948e-02
  1.4723726e-02  3.6527719e-02]"
207,hasoc_de_208,Massiver Wohnungsmangel in Großstädten. Habeck+Stegner (was für ein Gespann!) sind anstatt Grenzen zu schließen+Abgewiesene abzuschieben für Enteignungen! Sind wir schon in einer sozialistischen Diktatur gelandet? https://t.co/Q1TKfLkyvh,NOT,NONE,"[ 1.5093127e-02 -7.1609662e-05  1.7085724e-03 ...  4.1530062e-02
  2.4782047e-02  1.9906102e-02]","[ 1.5093127e-02 -7.1609662e-05  1.7085724e-03 ...  4.1530062e-02
  2.4782047e-02  1.9906102e-02]"
208,hasoc_de_209,Schafe ohne Betäubung verstümmelt! Sehr schlimm+widerlich. Geht um Wolle. Dachte aber es geht um Schächten. Wann kommt denn da mal endlich eine Petition von #Peta mit: 'Das muss ein Ende haben'?  #banhahal https://t.co/KpN2AMKaar,NOT,NONE,"[ 1.0657624e-02 -5.8950260e-05 -1.7232824e-03 ...  2.7192842e-02
  2.2251306e-02  4.2820070e-02]","[ 1.0657624e-02 -5.8950260e-05 -1.7232824e-03 ...  2.7192842e-02
  2.2251306e-02  4.2820070e-02]"
209,hasoc_de_210,@T100007140969 Toll.😊,NOT,NONE,"[ 4.2053503e-03 -9.8778190e-05  2.5853729e-03 ...  4.4105956e-03
  4.3338034e-03  3.5275791e-02]","[ 4.2053503e-03 -9.8778190e-05  2.5853729e-03 ...  4.4105956e-03
  4.3338034e-03  3.5275791e-02]"
210,hasoc_de_211,"Ob Pflicht zur Organspende auch für bestimmtes Klientel gilt, die Tote religiös bedingt nach 24 Stunden unter die Erde bringen wollen? Bei einer Organspende oft nicht möglich, der Körper bleibt oft Tage an Maschinen, da wird dann wohl 'kültursensibel' entschieden. #hartaberfair",NOT,NONE,[0.02758707 0.02681835 0.0004646  ... 0.05303936 0.00798468 0.02489677],[0.02758707 0.02681835 0.0004646  ... 0.05303936 0.00798468 0.02489677]
211,hasoc_de_212,"Ist lustig und tragisch zugleich zu sehen, dass bisher ignorante und uninformierte Teenies mitkriegen wie korrupt+verlogen Politik funktioniert. Hätten sie sich mal auch in anderen Belangen nicht so auf Medien+eigene Ignoranz verlassen ...  #Artikel13",NOT,NONE,[0.01665717 0.01905161 0.00196756 ... 0.02385967 0.01888746 0.04568378],[0.01665717 0.01905161 0.00196756 ... 0.02385967 0.01888746 0.04568378]
212,hasoc_de_213,Natürlich sehen die #Grünen eine #Impfpflicht kritisch. Denn viele schon längst eingedämmte Krankheiten werden uns durch ihr rückschrittliches Lieblingsklientel wieder 'geschenkt'.,NOT,NONE,[0.00139661 0.00944881 0.00760118 ... 0.02580763 0.00911633 0.02046477],[0.00139661 0.00944881 0.00760118 ... 0.02580763 0.00911633 0.02046477]
213,hasoc_de_214,"#Christchurch Attentäter hatte Eintrittskarte zum Schloss Neuschwansteinstein -  das weiße, deutsche Schloss muss jetzt als 'Kampf gegen rechts' in NeuSchafEurabia umbenannt, schwarz angestrichen oder ganz+gar abgerissen werden. Und Tote Hosen geben natürlich auch ein 'Konzert'. https://t.co/FnxH2NuSXv",NOT,NONE,"[ 8.6781066e-03 -1.5832677e-05  9.1853173e-04 ...  2.9536942e-02
  1.3671505e-02  3.3203632e-02]","[ 8.6781066e-03 -1.5832677e-05  9.1853173e-04 ...  2.9536942e-02
  1.3671505e-02  3.3203632e-02]"
214,hasoc_de_215,"@Kittypunk7 Hallo, gute Tweets, aber bist du echt ein Punk+links?",NOT,NONE,"[ 0.00372903  0.00773868 -0.00067232 ...  0.04230485  0.01503509
  0.03187247]","[ 0.00372903  0.00773868 -0.00067232 ...  0.04230485  0.01503509
  0.03187247]"
215,hasoc_de_216,"@T100007140969 Das ist jemand der bei Verlagen Manuskripte liest und auswählt, wer mal ein reicher Autor wird.",NOT,NONE,"[ 2.3352752e-02 -3.3205069e-05  6.8477201e-03 ...  1.4989119e-03
  3.0005318e-03  7.3518287e-03]","[ 2.3352752e-02 -3.3205069e-05  6.8477201e-03 ...  1.4989119e-03
  3.0005318e-03  7.3518287e-03]"
216,hasoc_de_217,"Ach du Schande, gerade gelesen: Innerhalb der #SPD dürfen Atheisten keinen Arbeitskreis gründen! Warum denn nicht? Hat die @spdde Angst, dass da auch Islamkritiker dabei sind und die angestrebte Hauptwählergruppe vergraulen könnten?",NOT,NONE,"[1.7101038e-02 7.1473286e-04 4.2664386e-05 ... 6.2447254e-02 1.5215365e-02
 2.5052460e-02]","[1.7101038e-02 7.1473286e-04 4.2664386e-05 ... 6.2447254e-02 1.5215365e-02
 2.5052460e-02]"
217,hasoc_de_218,Schweizer Medien staunen darüber was in #Berlin abgeht:  💢Arabische Großfamilien bestimmen organisierte Kriminalität mit  💢Polizei oft machtlos  💢Viele bekommen Hartz 4 +tragen Rolex  💢Kriminelle Gelder werden durch Sisha-Bars+Bäckereien sauber gewaschen  https://t.co/ajezipENUZ,NOT,NONE,"[ 7.6992135e-03 -7.9238409e-05  1.8897461e-03 ...  3.9474644e-02
  8.7639745e-03  4.8102949e-02]","[ 7.6992135e-03 -7.9238409e-05  1.8897461e-03 ...  3.9474644e-02
  8.7639745e-03  4.8102949e-02]"
218,hasoc_de_219,Das kann man sich kaum ausdenken: Laschet (CDU) kritisiert Scholz (SPD) für Kürzungen bei Flüchtlingshilfen.  (Quelle: Spiegel),NOT,NONE,"[ 2.1499956e-02 -8.6013708e-05 -2.4842704e-03 ...  4.6581089e-02
  3.0114712e-02  3.2224212e-02]","[ 2.1499956e-02 -8.6013708e-05 -2.4842704e-03 ...  4.6581089e-02
  3.0114712e-02  3.2224212e-02]"
219,hasoc_de_220,Ich habe ein #Klimaproblem: es ist einfach viel zu kalt für Frühling.,NOT,NONE,"[ 0.009593   -0.00017228  0.00079412 ...  0.03995164  0.01393276
  0.00582657]","[ 0.009593   -0.00017228  0.00079412 ...  0.03995164  0.01393276
  0.00582657]"
220,hasoc_de_221,"@T100007140969 Verständlich, aber ignorieren hilft ja auch nichts.",NOT,NONE,"[ 0.0044622  -0.00043745 -0.00524038 ...  0.00851722  0.01376525
  0.03259836]","[ 0.0044622  -0.00043745 -0.00524038 ...  0.00851722  0.01376525
  0.03259836]"
